content,score,Label
sangat membantu komunikasi,5,Positif
Jadi Bgini Kak! RAM Pada Hp Itu Sistemnya Jika Sudah Mendekati Full Dia Akan Menutup Aplikasi Yg Ada Dilatar Belakang! Jika Kalian Buka Discord Lalu Kalian Jalankan Game Tiba Tiba Discord Disconect Berarti Ram Kalian Hampir Penuh Dan Device Kalian Menghentikan Paksa Discord! Karena Ram Fokus Kepada Game Yg Kalian Jalankan Saat Itu!,5,Positif
cobak kalok main discord bisa dpt poin dan poin nya bisa di tuker pulsa kan enak sama sama untung,5,Positif
"mana nieee kagak bisa dilogin / di register yeee dasar aplikasi gak bener , dan mohon diperbaiki lagi aplikasinya biar bisa di login / register . Terima Kasih , apabila aplikasi ini sudah diperbaiki saya akan kasih bintang 4",1,Negatif
Aplikasi yang sangat membantu untuk chat ke teman atau group lah perfecto #discordkeren,5,Positif
ko ini ga bisa join sama addfriend si,1,Negatif
kok sering putus putus suaranya?,4,Positif
"berisik Miskin hp kentang, aplikasi kya ginian lu bermasalah apa lg game² berat Mungkin hp lu meledak",5,Positif
Aplikasi paling bagus untuk ngobrol,5,Positif
bagus bisa berbicara dengan gamers or youtubers,5,Positif
"Saya seorang gamers,saya sangat terbantu dengan adanya aplikasi ini,dengan adanya aplikasi ini saya masih bisa berkomunikasi dengan teman tanpa harus berada dalam 1game.Masukan dari saya cukup menambahkan bahasa indonesia pada aplikasi.",5,Positif
"aku kasih bintang nya 3 dulu yak, soalnya belum di coba, kalau aplikasi nya bagus, aku tambahin deh jadi 5😁",3,Netral
"kadang sering terputus pas masuk ke game, tolong di perbaiki Terima kasih.",4,Positif
Gak denger gak jelas.. Suka nge bug,1,Negatif
"yang bikin discord gk conect pas mulai game adalah RAM hp kalian sndiri ? cek lg , RAM hp nya msh byk atw udh limitt ... , RAM 3GB+ mantap jiwaa kok",5,Positif
Sangat bagus aplikasi ini bisa voice suara untuk main bareng sama teman yang jauh😇😇,5,Positif
"Mohon Dukungan Bahasa Indonesia, Aplikasi nya bagus banget memudahkan para gamer.",4,Positif
sangat baik cuma diperbaiki sendikit,5,Positif
"bagus buat chatan sama temen yang dari PC atau Laptop,Gampang,tapi ribetnya menambahkan temen",5,Positif
bagus applikasinya add gua. Dedi saiful#8382,5,Positif
kasih bintang 3 dulu ya soal nya baru coba,3,Netral
pass nya salah terus padahal udh benar,2,Negatif
"lumayan, meskipun server Discord gaada yang Indonesia, tapi buat chatting for gamers juga bukan suatu masalah.",5,Positif
bagoss bisa ngomong ama youtuber,5,Positif
aplikasi ini sangat buruk dan sangat tidak baik,5,Positif
"bagus, sangat enak saat party bareng temen suara lumayan jelas. cuman kalo pake speaker harus di deketin dulu biar suaranya jelas. tolong perbaiki kualitas menangkap suara agar bisa menangkap suara dgn jelas di jarak 30 cm",5,Positif
adain bahasa indonesia dong,5,Positif
Kenapa Sering Disconnect Pada Saat Memasuki Game? Diharapkan segera Diperbaiki,2,Negatif
Bagus kak tapi buatin yg bahasa indonesia biar mudah mengerti😁,5,Positif
kadang2 tidak sengaja force close sendiri:(,4,Positif
kenapa ya di saya kok suara saya ngga mau muncul,4,Positif
udah josss dah add tambah temen panzer#3206,4,Positif
enak untuk main game/berkomunikasi dengan teman,5,Positif
Bagus karna bisa mendapatkan teman baru bisa mabar main bisa berkomunikasi dengan orang misalnya dengan teman yang gk ada wa adanya discord jadi aku janjian main sama dia ngobrol dengan dia bagus dah tolong like komentar ini i love discord,5,Positif
"Ga perlu nyalain voice chat lagi anti lagg mancappp,,",5,Positif
mantap 👍 karena saya paham bahasa inggris dan membantu saya untuk mabar bersama teman saya! Bagi yang blm bisa bhs inggris. bisa belajar di game ato nonton film 😆,5,Positif
"kalau bisa bahasanya di tambah i ya,, seperti bahasa indonesia. bahasa indonesia nya di tambahkan ya min",4,Positif
mntp skli untuk pra gamers untuk berkomunikasi..👍,4,Positif
saya pake hp vivo saat main discord sama temen gw terus discord gw mati sendiri kenapa plz devolover tolong di fix kin,4,Positif
mantap banget diskord beguna sekali buat para gaming untuk saling berkomuni kasi. bisa buat danger musik uhh mantap dah,5,Positif
masih baru gunain aplikasi ini kalau berguna banget akan aku tambah bintangnya,3,Netral
"Knp tidak bisa login padahal sdh menggunakan email yg benar dan pasword yg benar, trus mau forgot pasword juga ga bisa maksudnya gimana ni?",3,Netral
"Putus-putus, suara ngilang timbul, gk ada lancar-lancarnya, sering disconect pas waktu in game.",1,Negatif
kok ui sistem aku jadi error gegara download ini?,1,Negatif
knp klo di pc move member bisa di hp gak bisa move member yah? terima kasih,5,Positif
"Tolong diperbaiki disegi pasang foto profil selalu tidak cocok preview crop sama hasil yang di pasang,,!!",3,Netral
knapa y gk bisa login ke discord,3,Netral
"Mantap Bosquee Lanjut trs lah ,, Update ya Jgn Keseringan :v",5,Positif
"knp saya gk bisa open voice? klu di buka voice ny gk ada suaranya,klu org lain bisa",3,Netral
cacad apk.. pen login juga susah njir gimna mau masuk discordnya.. nyesel gua download apk ini !!!!,1,Negatif
ini aplikasi untuk chat sama publuk gemers sanagt baik dan bisa sebar link mabar ke aplikasi ini terima kasih 😁😁😁 👍👍👍👍👍👍👍👍👍👍👍👍,5,Positif
"Saya pake hp oppo a3s, di saat buka game ko discord nya disconect, tolong perbaikan ny buat pengguna oppo a3s",5,Positif
apk ajg gak bisa di pakai hp ram 4 GB masa gak bisa di pakai,1,Negatif
aplikasi ini bagus sangat berguna buat para gamer dan gak ada masalah,5,Positif
mantap nggak rugi pake app yg 1 ini...,5,Positif
Ini discord nya yang goblok apa yang buatnya masa akun udah bener di bilang salah atuh hk bisa masuk gmna sih benerin donk,1,Negatif
Discord memang bagus buat chat games jadi gw bisa chatingan sama team esports. Gua mantap discord,5,Positif
"Kenapa ko udah pakai headset suara masih tetap keluar ke speaker hp, padahal headset di tes normal",3,Netral
"Ini kenapa setelah saya update discord hari ini, tiba2 saya tidak bisa masuk, selalu muncul tulisan disconect dsb, padahal koneksi internet saya sedang tidak ada masalah apa2 lancar saja, terus juga saya tidak bisa masuk ke room voice, mohon perbaikannya min",2,Negatif
kok gabisa login padahal pasword ku udh betul mohon ya di perbaiki,1,Negatif
sangat membantu dan sangat cocok buat bermain game,5,Positif
"terbaik, tapi kenapa terkadang suara kayak putus-putus padahal sinyal bagus",3,Netral
Tolong developer discord coba pas ngericord video Ada suaranya jadinya kan para gamers pada make apk ini di HP,5,Positif
karna gampang untuk ngobrol sama teman,5,Positif
"kenapa ya kalau lagi denger lagu suaranya ga jelas terus naik turun padahal sinyalnya hijau, terus buat main game juga suara gamenya hilang hilang gue make hp oppo F5 kira kira kenapa ya",3,Netral
"Bahasa Indonesianya kembalikan dong kaya semula, jadi males pake aplikasi ini, sesama Indonesia gak bisa kumpul",1,Negatif
"Kalau Ada Manca (Mylihya) Pasti Lebih Seru,Endors Manca Juga Ya Pliss",5,Positif
BAGUS BANGET APLIKASINYA BISA BUAT MABAR GAME DAN JUGA BISA BUAT CHATTING SAMA ORANG POKOKNYA TOP DEH,5,Positif
maaf bingtang 1 soalnya buat login ulang susahnya minta ampun,1,Negatif
kok ga bisa download dah.. gara gara eror suara ilang gw uninstall .. mau download lg ga bisa tolong dibantu min..,1,Negatif
"banyak bug yang saya alami,pada saat discord sudah open dan ingin login PUBGM malah discord nya keluar dari server",1,Negatif
yg bilang apk ini jelek gk biaa login padahal sudah bener email nya itu bukan karena apk nya tapi karna otak lo beli hp yg kentang !!,5,Positif
"Wow Bagus, Ketika Youtuber lupa Jadwal Kita bisa mengingati gitu biar bisa main Custom Room lagi",4,Positif
keren buat para gamers,5,Positif
Bagus saya bisa ketemu MyUsernameThis yang mengangap ini positive kasi ni game 5 bintang,5,Positif
gk log in padahal dah bener email gue,1,Negatif
mantap chetnya gak ngelak bisa main sama teman pas main pubg......,5,Positif
"Keren banget coeg.. Emg Discord plg mantap, paling the best buat ngechat sesama gamer.",5,Positif
gw udah pake dan ga bagustapi boong hiya hiya hiya,1,Negatif
napa pas pake hf bluetooth ga bisa dipake di in game selalu ga connect tolong diperbaiki,1,Negatif
tolong dong discord servernya yang lag di perbaiki soalnya lagi chat suara malah keluar sendiri...,5,Positif
"aplikasi ini terlalu bagus untuk sya , dan juga dapat membantu bagi orang banyak",5,Positif
"kenapa pas masuk dlm game di dalam room msh bersuara pas sudah mau war hilang suaranya, bntu dong min",1,Negatif
pnyaku kok Suka force close mulu ya?? tolong di fix support all hp,4,Positif
aplikasinya bagus untuk memenangk an permainan mobile legends,5,Positif
"Tolong tambahkan Bahasa Indonesia, agar lebih mudah dipahami.",3,Netral
tolong dong bahasa nya bisa di ubah pake bahasa Indonesia!!!,1,Negatif
bagus tapi tak ada bahasa indonesia,4,Positif
kasih bintang 4 dulu baru mau coba nanti kalau bagus kasih bintang 5,4,Positif
Kenapa waktu membuka apl mobile legends discordnya langsung keluar padahal tidak jalan?,2,Negatif
pemutar musik paling bagus saat ini,4,Positif
kok gak ada untuk login facebook,1,Negatif
tidak dapat di download kode kesalahan 910,1,Negatif
gaada bahasa indonesia dalam apk nya sayang banget,4,Positif
Sangat membantu berkomonikasi saat bermain game.Mungkin akan lebih baik lagi saat ada versi lite nya,5,Positif
Andai ada pengaturan bahasa indonesia kan enak bagi yg gk paham bahasa inggris,5,Positif
Selama Ini Masih Bagus² aja Not Bad Aplikasi...;),5,Positif
kurang puas.karena suka eror dan ngelag,1,Negatif
"bagus, kalau bisa tambahin add friends otomatis melalui fb atau nmor kontak",5,Positif
kok malah loading mulu yah sekarang,1,Negatif
tolong di beri jendela apung supaya memepermudah pengguna mengganti grub,5,Positif
"saya pas masuk chanel voice Chat aplikasu langsung restart, tolong di fix, MI A2",3,Netral
"the best lah pokoknya nih Discord, tingkatkan lg pokoknya jangan sampe bikin kecewa orang orang, Bug-Bug di perbaikin lg.",5,Positif
apaan sih aku ngomong cok langsung kena ban dari grup nya lolman padahal baru main goblok nih gak diajarin apa apa,1,Negatif
"aplikasi ini sangat membantu dalam berbagai hal. mulai dari permainan sampai pelajaran, kita sebagai pelajar sekaligus gamers sangat terbantu oleh aplikasi tersebut. maka dari itu, berhentilah merokok.",5,Positif
aplikasi tidak berguna. selalu minta verifikasi robot. sampai berjam2 tdk bisa login,1,Negatif
kok klo saya pake discord keluar bunyi nyaring yaa?,1,Negatif
Aplikasi ini sungguh keren untuk bergabung ke grub lain untuk ajak Mabar free fire... ADD MY FF : GG●Z€US,5,Positif
apk ini sangat bagus berguna utk para gemers,5,Positif
bagus setiap gw mau main pubg langsung nyambung,5,Positif
hmm Keren lah dikit :v jujur ni aplikasi WOW! banget bisa chat bisa voice untuk gamer lagi,5,Positif
saya sangat suka dgn discord,5,Positif
kenapa pas masuk game jadi gk bisa discordnya?,3,Netral
bagi pengguna oppo jangan aktivin game space,5,Positif
sorry bintang 4 soalnya ada masalah di hp ku (xiaomi mi 8) kalau mau suaranya kenceng harus deket ke mic padahal semua headset ku gpp,4,Positif
kenapa aku masuk voice hanya connecting aja ngk terhubung ? aku kasih bintang 2 dulu kalo udhbener bintang 5,2,Negatif
Sangad Berguna Untuk Main Game Dengan Temen Saat Tidak Bersama:) Ga Bisa Haha Hape Kalian Ajah Kentang.,5,Positif
discord goblok udah login pake Google tetep gak bisa habisin kuota aja idih si developer nya goblok😡,1,Negatif
"dioppo a3s kok gak bisa yah,, pas udah di in game malah gak disconet sediri ,,gimana atasinya",1,Negatif
aplikasi ini sangat membantu para gamer gamer wajib download,5,Positif
dicobaa dluu bagus gaak kalo bagus gue kasih bintang 5 hehehe,4,Positif
kenapa punya saya ga bisa masuk lewat email? sandi udh bnr lho pdhal. gw kasih 2 bintang. nanti kalo udah bisa gw tambahin .. kecewa,2,Negatif
Saya sangat puas suaranya halus ga ada patah patahnya.,5,Positif
coba nanti update bisa ngomong ini gk tau saya tidak bisa ngomong walaupun di hidupin,1,Negatif
"bagus banget cocok buat PUBGM suaranya jelas gak patah""",5,Positif
bagus buat lembicaraan game squad,5,Positif
gk bisa install connecting terus kontol,1,Negatif
"kasih bintang 3 dulu,nanti klo audio discord udh bisa kerekam gw kasih 5",3,Netral
bagus sih tapi gk ada bahasa indonesia nya tolong di tambahin bahasa indonesianya nanti aku kasih bintang 5 plis,4,Positif
Lebih Nyaman Untuk Berkomunikasi Saat Bermain Bareng (Mabar) :)),5,Positif
gamau connect buat nge rekam dah,1,Negatif
Knapa eror ni discord verifikasinya ke email gak ada hadehhhh cepet perbaikin yahhh kaka developer,3,Netral
harusnya jangan make recaptcha Nyesel gw downloadnya,1,Negatif
bagus untuk game buat mabar,5,Positif
cara auto nambah temen gimana yak nih punya ku Rey#7628 Add ya guys untuk mabar pubg bareng... hehehe makasih,5,Positif
Aplikasi ini bagus aku sangat Suka tapi tolong perbaiki dong Biasanya ngelag padahal aku Udah pakai telkomsel dan jaringannya sudah bagus,5,Positif
ramesih tapi kok gak bisa dihapus pesan,4,Positif
Keren sih tapi aku sering lose cnnection servernya jadi capek harus menghubgngkan ulang terus,5,Positif
makasih discord karena discord free fire ada pintu nya,5,Positif
Padahal sandi undah bener tapi gak bisa login,1,Negatif
"kenapa gabisa login padahal gmail udah bener, terus gimana dong akun saya yang lama ahh masa iya buat akun baruu. Banyak friendlist penting plis lah",1,Negatif
bug nya tolong ilangin,5,Positif
"kok saat saya mau main ff sama teman saya discord nya langsung mati,tolong di perbaiki",3,Netral
saran untuk developer : Tolong sediakan bahasa indonesia di discord agar mudah dipahami,4,Positif
"bagus jg apknya,",5,Positif
Kalau bisa di tambah bahasa Indonesia,3,Netral
mantap kali cukup mantap,5,Positif
"kasih bintang 3 dulu yah, ntar kalo bagus baru di kasih bintang lagi",3,Netral
bagus sih tapi gimana cara seting nya gan biar suara ga mantul pas main pubg,5,Positif
kok pas pale discord suara pubg nya jadi kecil ya jadi susah denger step padahal volume udah full ada yg tau gak cara nya ??????,4,Positif
"tambahin dong menghapus semua hasil chat dengan orang, capek tau kalau harus hapus satu2. tolong di tambahin gua kasih bintang 3 karna itu kendala nya",4,Positif
"Berkat apk ini aku mencapai tier Epic di ML,emang GG joki nya.",5,Positif
udh 2 tahun maen discord :) sampe skrng masih betah maen discord,5,Positif
kalau saya suaranya kecilin kok tetap bunyi keras mohon developer fix ya,3,Netral
sangat bagus aplikasi ini yg bisa membuat saya bisa ngobrol sama MANCA thanks discord,5,Positif
Makin update makin susah juga loginya•~•,1,Negatif
enak sekali buat main game sama teman,5,Positif
HANYA SEPERTI WHATTSAPP. APP SAMPAH. JANGAN DOWNLOAD. NANTI MENYESAL,1,Negatif
aplikasi anjiiinngggg... gak bisa masuk gara2 verifikasi nomor telpon invalid trus..,1,Negatif
cara login nya gmna sih gw udh kasih email nya habis itu ada verifikasikan terus ada nge cek bahwa anda bukan robot itu apa ya?,3,Netral
kagak bisa login knp ini astaga verify udh tpi tetep aja chapta2222 terus2an .,1,Negatif
yang kasih bintang satu sia sia bagus ini apk bisa barbar bareng gk perlu vidio call no lag dah pokoknya,5,Positif
kenapa ketika masuk game discordnya tidak berfungsi tolong jelaskan,3,Netral
Cukup baik untuk permainan.. dn karakter selelu meningkat...,5,Positif
sangat berguna bagi gamer. yg bilang kgak bisa login atau apalah. mungkin gaptek dia atau kgak paham bahasa inggris.,5,Positif
knp DC mulu dh padahal aku udh update pleasee perbaikilah apk ini,3,Netral
"sangat membantu saat bermain game sama teman, gak bikin lag, suara juga jelas.",5,Positif
"setelah di update malah sering ngelag, dan kadang disconnect sendiri",3,Netral
"Makin keren ni APK, Bermanfaat bgt",5,Positif
jelek.. pas mau masuk seharusnya bisa login email lama knp ini ngk bisa ? bngst,1,Negatif
mantap bisa puter lagi di discord,5,Positif
aplikasinyq bagus kak makasih ya. lebih bagus lagi kalo gausah install. anjing,1,Negatif
cara nya gmana makai nya sih bg,2,Negatif
jangan mati terus lah kalo mati guak gak bisa main sama teman,5,Positif
ketika aku denger suara mereka main pubg .hasil rekaman gak ada suaranya. tapi sebaliknya waktu aku gak denger suara mereka. dan mereka gak dengar suaraku .malah muncul suaraku dan langkah step .ini apanya yg salah ya .,2,Negatif
hp a3s kenape gabisa masuk ke game free fire??? penjelasan ny dong tolong,3,Netral
kenapa saya tidak bisa registrasi padahal email saya sudah benar,1,Negatif
lebih ditingkat kan lagi ditambah fitur lainnya biar tambah enak menggunakan discord ini untuk game,5,Positif
kapan discord ini ada versi bahasa indonesia nya. berharab discord ini secepatnya ada versi bahasa indonesia nya 😅😅,5,Positif
Knp setiap aku reg. dan udh ku mskn akun gmail. kok kagak bsa. hpku xiomi redmi note 5A. dan ada truus menganalisa bahwa anda bkn robot,1,Negatif
hmmm kurang aja gitu tapi udah bagus,4,Positif
Knp discordnya tidak menanggapi dan tidak bisa dibuka?,4,Positif
knpa salalu ada tulisan RTC connex setiap aktifin voice tolong dong min bantu,1,Negatif
bagi pengguna hp Oppo A3s game nya jangan dimasukkan ke Game Space,5,Positif
"Knp discord di hp saya selalu disconnect trs yah??tolong cepat perbaiki soalnya klau sy lg main free fire tiba"" disconnect",4,Positif
anehhh apknya jelek banget lalu mb nya banyak lgi apk boros gue benci apk ini kolo ada yg perotes serah ja,1,Negatif
login susah. capcha terus gabis masuk. tolong perbaiki,1,Negatif
bagus banget apl nya thanks,5,Positif
bagus sih tapi pas buat grup gk ada server Indo nya,4,Positif
"Thanks discord,sya bisa bermain free fire dengan teman squad voice nya mantep deh 😎🙏",5,Positif
bagi untuk pengguna oppo kalo gabisa ya gaush dipaksa lah tolol!1!1!1,5,Positif
pengguna oppo pada kurang ngertienggunakan discord di gembok dulu discord nya baru gak disconnect koplok kali kau,5,Positif
Kalo yang pake hp oppo kunci apk discordnya dulu biar ga keluar pas login in game,4,Positif
Lama kelamaan jadi jooss balik nii sinyalnya hehehe tq Discord,4,Positif
"Pada saat saya beralih dari communication mode ke call mode, micnya malah gak berfungsi. Tolong segera perbaiki.",1,Negatif
"good, bagus banget aplikasinya, recomended banget deh buat yang suka main sambil seru""an bareng temen.....",5,Positif
"di vivo gk support knpa yaa.. apa emang gk competible sama perangkat di vivo.. main survival game gk masuk""..",1,Negatif
untuk pengguna oppo a3s aplikasinya dikunci dulu agar bisa nyambung di pubg,5,Positif
"nice!!,nih id ku Derry#5137 bisa Mabar PUBG",5,Positif
kalo main pubg. suara2 di pubg nya malah enggak kedengeran lagi. kalah sama suara discord nya. tolong di perbaiki,3,Netral
Suara sering mengecil sendiri,2,Negatif
kasih tambahan pengubah suara kayak yang di pc dong... pliiissss,4,Positif
tapi hp oppo gw bisa hp lu aja yg lagi gk bener cuk. sabar aja yaa,5,Positif
yang pake hp oppo sebelum mau buka game aplikasinya ini dikunci dulu kambing biar gak keluar sendiri kan di hp oppo ada mode akselerasi gamenya,4,Positif
kalo bisa login nya pake akun fb aja lah malas gw kalo pake email segala,1,Negatif
kok kadang kadang suara temen kedengeran tapi suara sendiri gak denger,4,Positif
buat Hp OPPO yang mau pake Discord non aktifkan akselerasi game nya di pengaturan.,4,Positif
enak sih klo pake apk ini klo lagi main game sama temen suaranya gk terlalu memantul,5,Positif
kenapa kalau saya pake headset/earphone bluetooth kok kadang suaranya gak ada. kalaupun ada biasanys kecil banget. kalau voicenya aktif jugs kadang gak ada suara,4,Positif
kenapa klo make hp oppo a3s suka disconnect sendiri min,1,Negatif
"kenapa sudah login sandi sama email sudah benar tapi kok masih salah terus, butuh jawaban",1,Negatif
"tapi saya connect ah main game apapun tetap bisa, Hp saya oppo A3s tetep connect semua game",3,Netral
Kenapa Saya Pas Main FF Bisa Nya Disconnect Sendiri Plies Lah,5,Positif
"sebelum nya bisa di pasang,tapi sekarang ga bisa login lagi,mohon bantuan nya",1,Negatif
apk jelek kalau buat main pubg suara gamenya jadi minim. nggak bisa dengar step,2,Negatif
bagus main ml bisa sambil chating trus gk ngeleg makasih y,5,Positif
suka karena kalau gue ngomongnya suka pake mic tapi ketutup sekarang agak ada suaranya kalau micnya ketutup,5,Positif
Yang ngeluh hp oppo ga bisa pake lu uinstal dlu discord nya lu tinggal main ff gausa pake discord klo gabisa mbing:D,5,Positif
kok kalo pke hp oppo gk bisa lanjut ke game,4,Positif
sangat berguna banget buat main game dan berkomunikasi,5,Positif
please jgn pake email pake facebook/akun google teman-teman saya pada bingung semua karna tidak bisa di konfirmasikan emailnya dengan gmail please kalau bisa saya install lagi admin,1,Negatif
kenapa sih sekarang suka disconect tolong diperbaiki lah sangat merugikan sekali kalau sering disconect begitu,2,Negatif
tidak bisa login,1,Negatif
Tolong tambahkan bahasa Indonesia ya aga orang Indonesia lebih senang memakai nya maksih,5,Positif
pengen cobain aja bagus ga voice chat nya,5,Positif
untuk tampilan bahasa Indonesia nya tidak ada.,1,Negatif
kok suara saya udah gak bisa kedengeran ya tapi suara temen saya tetep bisa kedengeran?.. ini bug ato bukan?..:'v,1,Negatif
"aplikasi ini bagus banget, aku bisa komunikasi sama youtuber² gitu, ya pokoknya the best lah..",4,Positif
"oppo tu punya perlindungan game tolol jadi klo gak mau foreclose discordnya jangan di aktifin perlindungan gamenya,gitu ko pada komentar gak jelas.makannya sekolah",5,Positif
y sangat keren dan chat ny jug bgus kalo lagi buka discord juga sekrang lebih cepet,5,Positif
woi kok gua gak bisa daftar si anjing mau lu apa si gua udah gunta ganti akun malah gak bisa daftar tai,1,Negatif
Kalok bisa saya berterima kasih pada play store,5,Positif
kok g bisa d buka mental terus.. tidak merespon😪,1,Negatif
pusing sendiri mau chating aja t4 nya aja ga jls gimana mo bc . mo undang tmn pk no 4 dgt apaan ??? zizik gwkl gn,1,Negatif
"untuk saat ini akan saya beri 3 bintang , selain itu bisakah lebih di permudah dalam penempatan admin dan penambahan emoji di dalam Discord android ini ??? , karena banyak dari kami yg kesulitan dalam melakukan hal"" tersebut !!!!",3,Netral
lumayan.. untuk versi yang lawas,4,Positif
"buat pengguna Oppo mohon untuk mengaktifkan mode hemat daya soalnya kalo hemat daya aktif aplikasi discord langsung disconnect,jadi mohon untuk nonaktifkan mode hemat daya.",5,Positif
kenapa pas gua udah connect voice terus login ke freefire voice nya langsung disconnect ? hp oppo a3s,1,Negatif
tolong dong di perbaiki kalo kita mau join server kok gk bisa juga ada b.INDONESIA dong biar enak karna aku gk bisa b.inggris,1,Negatif
"Saat saya download setelah saya membuka aplikasi, mengapa tidak bisa, tertulis ""Discord tidak menganggapi"" mohon kalo ada yang tau kenapa, beritahu saya, terima kasih.",1,Negatif
ko gabisa log in gitu,3,Netral
Aplikasi nya sangat bagus dan mudah untuk digunakan,5,Positif
sya suka aplikasi ini memudahkan saling ngobrol dengan gamers lainnya,5,Positif
Diacord Apl terbaik tapi sayangnya aku tiba-tiba sering NoRoute saat voice chat tolong diperbaiki ok,4,Positif
kenapa di hp xiomi redmi 5a gk bisa,1,Negatif
"kok discord bisa buat ngobrol sih, gimana ceritanya?",5,Positif
ane kasih satu aja dulu tolong dong di bahasa Indonesianya gak ada nih,1,Negatif
"Kenapa Pas Gua mau Login Gak Bisa, Buat akun Juga Gak Bisa, dan Ada Pemberitahuan verifikasi kalau anda bukan Robot. Udah Lah gua kasih 1 star klo udah di perbaiki Gua tambahin tuh star. Terima kasih:v",1,Negatif
ini aplikasi buat apasih,3,Netral
"sangat bagus tapi pertanyaan sy,apakah bisa discord dipakai sambil merekam video kita pakai microphone???",5,Positif
"bagus buat ngegame ga terlalu buat lag, enak lah ngebantu bgt",5,Positif
way saya juga pake oppo kalo lansung of kalian lagi di game nya tinggal lock apk discord nya,5,Positif
"mau tanya kenapa ya habis memakai discord sampah di clean sampe 1 gb, itu juga menyebabkan laging..",3,Netral
"mantap banget nih aplikasi, tapi lwbih keren lagi kalo bisa VC grup",4,Positif
"agak ngeleg ketika di permainan, tolong di perbaiki lagi",3,Netral
"Goblog, yang pake oppo a3s ada masalah dc itu bukan dari discord tapi dari oppo game space matikan oppo game space biar ga dc",5,Positif
kenapa pocophone pake heatset tidak bisa bicara?,5,Positif
wow!!!! aplikasi discord bagus banget makasih discord,5,Positif
"di Oppo F9 kalo main pubg sambil discord, suara in game jadi kecil banget sampai kadang gk kedengeran. Padahal dipengaturan volume udah disetting.",3,Netral
paten kali cukup paten paten kali (bukan kaleng-kaleng),5,Positif
Suara kadang mengecil sendiri,5,Positif
cukup membantu dengerin musik,4,Positif
apakah discord lagi eror skrng? knpa gak kedengeran suara klo lagi mau discord? tolong tanggapi,3,Netral
"kenapa ya pas sudah connect dengan teman pas sudah agak lama tuba"" putus sendiri sambungannya.. tolong diperbaiki nanti tambah bintang nya",3,Netral
"Discord kenapa buat hp xiaumi 4x susah pasti lag, tanpa sebab, susah buat push tier",3,Netral
Suaranya jadi kecil,5,Positif
"kenapa discord di oppo a3s ga bisa nyambung ke pubg ya lgsg disconnect sendiri, masalah settingan atau emg ga bisa di pake buat oppo a3s nya?",3,Netral
halo saya sayyid gimana ya cari discord orang?,5,Positif
apk ini bagus banget buat ngomong wkwk,5,Positif
padahalnya sinyalnya hijau tapi kenapa pas memutar musik malah putus putus parah banget kayak kaset rusak lagunya ?? dan juga kenapa discordnya suka disconnet sendiri ?,1,Negatif
aplikasi inih bagus dan mudah untuk komunikasi,5,Positif
Kenapa kalau telpon bertiga suara bergema terus pecah,3,Netral
sangat berguna sekali aplikasi ini,5,Positif
kalo buat android lolipop masih sering for close.. padahal ram 2gb.. tolong diperbaiki,3,Netral
discord itu sebenarnya aplikasi chatting dengan banyak sekali kelebihan di bandingkan dengan yg lain. tapi sayangnya discord belum banyak penggunanya,5,Positif
"sangat berguna untuk voice dengan teman saat bermain game, tapi game agak lag jika pakai discord ini, semoga diperbaiki",4,Positif
"Ini sangat bagus, tapi bisakah kalian menambahkan fitur Video Call di Discord Server?",5,Positif
"kenapa ya, setiap gua kali ngeplay game discordnya lngsung mati sndiri, padahal koneksi jaringan baguss, tolong diperbaiki lagi min",3,Netral
bagus banget dah bi apk gua bisa chat nelpon gabung ke server oh ya gua udah beacon di 4brothers lo :v,5,Positif
Aplikasi membantu Buat Game apa membantu buat bucin tolil,5,Positif
kasih fitur bahasa Indonesia nya biar lebih mudah,3,Netral
kok aku langsung diconnect pas masuk game,1,Negatif
Mohon diperbaiki karena saat saya mencoba aplikasi ini saya tidak dapat bicara di voice chat,5,Positif
Kalau chat bisa pakai bahas Indonesia apa tidak,4,Positif
"kenapa saat ke game pubg, saat tanding berhenti sendiri",3,Netral
"woi cuk hp gua xiaomi 4a, denger suara orang bisa. tapi gua ngomong ga ada suaranya, koe ngerti celek ora ? asu",2,Negatif
"tolong admin discord untuk memperbaiki, masih banyak spam bot di setiap server, kalau bisa setiap server dikasih akses untuk setting sendiri passwordnya",4,Positif
tolong kenapa ini di xiaomi pocophone pake headset gabisa ngomong,1,Negatif
buat yg main free fire add gua kita mabar Ari_slow#3649,5,Positif
terjadi bug pada bot music.. yang menyebabkan suara nya patah-patah pada hampir semua bot music di discord padahal dengan kecepatan jaringan yang stabil.. tolong di perbaiki :),3,Netral
"bagus,aku juga mau tanya aku main pubg pakai discord kenapa suara pubgnya ga ada ya",4,Positif
"Bagus sih buat bikin grup / forum, baik skala kecil maupun skala besar.. Pengaturannya pun lumayan komplit, tapi yg bikin saya gak begitu suka itu iconnya.. mirip hidung babi 😂😂😂",4,Positif
Bagus bisa buat main game sma temn tman,5,Positif
"mohon diperbaiki untuk bug dalam aplikasi ini. Saya pengguna Xiaomi redmi note 4X utk versi sebelumnya masih sangat lancar,tetapi setelah update aplikasi ini masih sering force closed walaupun koneksi lancar. Mohon diperbaiki untuk kualitas suaranya juga. over all, this apps very good for me. thx",3,Netral
